Age,Number of Referrals,Churn,Contract,Dependents,Married,Premium Tech Support,Referred a Friend
78,1,No,One year,Yes,Yes,Yes,Yes
21,0,No,Month-to-month,No,No,No,No
42,0,No,Month-to-month,No,No,Yes,No
36,0,No,Month-to-month,No,No,Yes,No
19,0,No,One year,No,No,Yes,No
79,1,No,Month-to-month,No,Yes,No,Yes
34,0,No,Month-to-month,No,No,No,No
37,0,No,One year,Yes,Yes,No,No
77,1,No,Month-to-month,No,Yes,No,Yes
29,1,No,Month-to-month,Yes,Yes,No,Yes
43,0,No,One year,No,No,No,No
77,1,No,Two year,Yes,Yes,Yes,Yes
30,1,No,One year,Yes,Yes,Yes,Yes
52,1,No,Two year,Yes,Yes,No,Yes
80,0,No,Two year,No,No,Yes,No
51,9,No,Two year,Yes,Yes,No,Yes
47,5,No,Two year,Yes,Yes,No,Yes
25,0,No,Month-to-month,No,No,No,No
80,0,No,One year,Yes,Yes,Yes,No
60,0,No,Month-to-month,No,No,No,No
54,1,No,Month-to-month,No,Yes,No,Yes
24,8,No,One year,Yes,Yes,No,Yes
32,4,No,One year,No,Yes,No,Yes
26,5,No,Two year,Yes,Yes,Yes,Yes
43,10,No,Two year,Yes,Yes,Yes,Yes
52,0,No,Month-to-month,No,No,No,No
57,0,No,Month-to-month,No,No,No,No
59,1,No,One year,Yes,Yes,No,Yes
22,0,No,One year,No,No,Yes,No
80,9,No,One year,No,Yes,No,Yes
35,0,No,Month-to-month,No,No,No,No
44,10,No,Two year,Yes,Yes,No,Yes
26,9,No,Two year,Yes,Yes,Yes,Yes
46,2,No,Two year,Yes,Yes,No,Yes
27,1,No,Two year,Yes,Yes,No,Yes
58,2,No,One year,Yes,Yes,No,Yes
22,0,No,Month-to-month,No,No,No,No
55,0,No,One year,No,No,Yes,No
51,0,No,Month-to-month,No,No,No,No
54,0,No,Month-to-month,No,No,Yes,No
53,1,No,One year,No,Yes,Yes,Yes
19,9,No,Month-to-month,No,Yes,No,Yes
63,6,No,Month-to-month,Yes,Yes,No,Yes
49,3,No,Two year,Yes,Yes,No,Yes
19,0,No,Month-to-month,No,No,Yes,No
19,3,No,Two year,Yes,Yes,Yes,Yes
23,8,No,One year,Yes,Yes,Yes,Yes
34,7,No,Two year,No,Yes,Yes,Yes
23,0,No,One year,No,No,Yes,No
32,2,No,Two year,Yes,Yes,No,Yes
74,0,No,Two year,No,No,Yes,No
55,0,No,One year,No,No,Yes,No
76,6,No,Month-to-month,No,Yes,Yes,Yes
26,2,No,Two year,No,Yes,Yes,Yes
27,3,No,One year,Yes,Yes,No,Yes
30,0,No,Month-to-month,No,No,No,No
68,3,No,Month-to-month,No,Yes,No,Yes
59,0,No,Month-to-month,No,No,No,No
62,1,No,Month-to-month,Yes,Yes,No,Yes
40,0,No,Month-to-month,No,No,No,No
56,0,No,Two year,No,No,No,No
28,1,No,One year,Yes,Yes,No,Yes
52,1,No,Two year,No,Yes,No,Yes
25,1,No,Two year,Yes,Yes,Yes,Yes
32,1,No,Two year,No,Yes,Yes,Yes
56,1,No,One year,Yes,Yes,No,Yes
19,1,No,Two year,Yes,Yes,No,Yes
52,0,No,Month-to-month,No,No,No,No
36,0,No,Month-to-month,No,No,No,No
45,0,No,Two year,No,No,Yes,No
22,0,No,Month-to-month,No,No,Yes,No
53,0,No,One year,No,Yes,No,No
59,1,No,Two year,No,Yes,No,Yes
21,0,No,Month-to-month,No,No,Yes,No
47,0,No,One year,No,No,No,No
34,1,No,One year,Yes,Yes,No,Yes
51,0,No,Two year,No,No,Yes,No
55,0,No,One year,No,No,Yes,No
35,1,No,Two year,No,Yes,Yes,Yes
28,1,No,Two year,Yes,Yes,Yes,Yes
48,0,No,One year,Yes,No,Yes,No
47,1,No,Two year,Yes,Yes,Yes,Yes
57,0,No,Two year,Yes,No,No,No
71,0,No,One year,No,No,No,No
63,0,No,Two year,No,No,Yes,No
64,0,No,Month-to-month,No,No,No,No
55,0,No,Month-to-month,No,No,No,No
69,0,No,One year,No,No,Yes,No
30,0,No,Month-to-month,No,No,Yes,No
51,0,No,Month-to-month,No,No,No,No
73,1,No,Month-to-month,Yes,Yes,No,Yes
27,0,No,One year,No,No,No,No
56,5,No,One year,Yes,Yes,No,Yes
49,0,No,Two year,No,No,No,No
22,0,No,Month-to-month,No,Yes,Yes,No
28,1,No,Month-to-month,No,Yes,No,Yes
74,7,No,One year,No,Yes,No,Yes
72,0,No,Two year,No,No,Yes,No
48,9,No,Month-to-month,No,Yes,No,Yes
41,5,No,Two year,Yes,Yes,Yes,Yes
40,0,No,One year,No,No,No,No
31,0,No,One year,No,No,Yes,No
41,0,No,Two year,No,No,Yes,No
48,2,No,Two year,No,Yes,Yes,Yes
50,10,No,Two year,Yes,Yes,No,Yes
70,0,No,One year,No,No,No,No
21,1,No,Month-to-month,Yes,Yes,No,Yes
25,6,No,One year,Yes,Yes,Yes,Yes
74,0,No,Month-to-month,No,No,No,No
37,7,No,Two year,Yes,Yes,No,Yes
64,0,No,Month-to-month,No,No,No,No
32,0,No,Month-to-month,No,No,Yes,No
39,2,No,Two year,Yes,Yes,Yes,Yes
38,6,No,One year,No,Yes,No,Yes
56,3,No,Month-to-month,No,Yes,No,Yes
46,0,No,Month-to-month,No,No,No,No
23,0,No,Month-to-month,No,No,No,No
40,10,No,Two year,Yes,Yes,No,Yes
33,5,No,Two year,Yes,Yes,No,Yes
48,0,No,Month-to-month,No,No,No,No
22,0,No,Month-to-month,No,No,No,No
22,9,No,Two year,No,Yes,Yes,Yes
60,6,No,One year,Yes,Yes,No,Yes
37,3,No,Two year,Yes,Yes,No,Yes
49,0,No,Month-to-month,No,No,No,No
80,0,No,Two year,No,No,Yes,No
63,0,No,One year,No,No,No,No
57,0,No,Month-to-month,No,No,No,No
64,4,No,Month-to-month,No,Yes,No,Yes
57,9,No,Two year,Yes,Yes,Yes,Yes
37,0,No,Month-to-month,No,No,Yes,No
74,0,No,One year,No,No,Yes,No
47,0,No,Month-to-month,No,No,No,No
33,0,No,Month-to-month,No,No,Yes,No
58,0,No,One year,No,No,No,No
42,0,No,One year,No,No,No,No
55,0,No,Month-to-month,No,No,No,No
53,0,No,Month-to-month,No,No,No,No
55,7,No,One year,Yes,Yes,Yes,Yes
62,0,No,One year,Yes,No,No,No
65,0,No,One year,No,No,No,No
64,8,No,Month-to-month,No,Yes,No,Yes
19,5,No,Two year,No,Yes,Yes,Yes
72,1,No,One year,Yes,Yes,No,Yes
23,8,No,Two year,Yes,Yes,Yes,Yes
34,5,No,Two year,Yes,Yes,No,Yes
52,0,No,Month-to-month,No,No,No,No
56,0,No,Month-to-month,No,No,No,No
30,0,No,Month-to-month,No,No,No,No
34,0,No,Month-to-month,No,No,No,No
19,0,No,Two year,No,No,Yes,No
76,0,No,One year,No,No,Yes,No
26,10,No,Month-to-month,No,Yes,No,Yes
60,6,No,Month-to-month,Yes,Yes,No,Yes
45,6,No,Month-to-month,No,Yes,Yes,Yes
23,0,No,Two year,No,No,No,No
53,0,No,Month-to-month,Yes,No,Yes,No
61,2,No,Two year,No,Yes,No,Yes
21,0,No,Month-to-month,No,No,No,No
40,2,No,Two year,No,Yes,Yes,Yes
51,0,No,Month-to-month,No,No,No,No
47,0,No,Month-to-month,No,No,No,No
75,7,No,Month-to-month,No,Yes,No,Yes
22,6,No,One year,Yes,Yes,No,Yes
24,0,No,Two year,Yes,Yes,No,No
70,1,No,Month-to-month,No,Yes,No,Yes
47,0,No,Two year,No,No,No,No
20,8,No,Month-to-month,Yes,Yes,No,Yes
41,0,No,Two year,No,No,Yes,No
46,0,No,Month-to-month,No,No,No,No
51,4,No,Month-to-month,Yes,Yes,No,Yes
27,5,No,Two year,Yes,Yes,No,Yes
25,1,No,Month-to-month,No,Yes,No,Yes
48,10,No,Month-to-month,Yes,Yes,No,Yes
19,0,No,One year,No,No,Yes,No
26,9,No,Two year,No,Yes,Yes,Yes
66,0,No,Month-to-month,No,No,No,No
68,0,No,Two year,No,Yes,Yes,No
38,0,No,Two year,No,No,Yes,No
35,0,No,Month-to-month,No,No,No,No
23,9,No,Two year,Yes,Yes,No,Yes
46,0,No,Month-to-month,No,No,No,No
69,8,No,Two year,No,Yes,Yes,Yes
75,3,No,Two year,Yes,Yes,Yes,Yes
74,0,No,Month-to-month,No,No,No,No
43,5,No,Two year,No,Yes,No,Yes
41,0,No,One year,No,No,Yes,No
35,0,No,Month-to-month,No,No,No,No
28,10,No,Two year,Yes,Yes,No,Yes
47,3,No,Month-to-month,Yes,Yes,Yes,Yes
24,0,No,Two year,Yes,No,No,No
19,10,No,Month-to-month,No,Yes,No,Yes
50,0,No,Two year,No,No,No,No
22,0,No,Month-to-month,No,No,No,No
41,9,No,Two year,Yes,Yes,Yes,Yes
37,0,No,Month-to-month,No,No,No,No
56,6,No,Two year,Yes,Yes,Yes,Yes
30,2,No,Two year,Yes,Yes,No,Yes
22,0,No,Month-to-month,No,No,No,No
56,0,No,Month-to-month,No,No,No,No
23,0,No,One year,No,No,No,No
45,0,No,Month-to-month,No,No,Yes,No
32,2,No,One year,No,Yes,No,Yes
63,0,No,Month-to-month,No,No,No,No
24,5,No,Two year,No,Yes,No,Yes
59,6,No,Month-to-month,Yes,Yes,No,Yes
20,7,No,One year,No,Yes,Yes,Yes
30,4,No,Two year,Yes,Yes,Yes,Yes
45,10,No,Month-to-month,Yes,Yes,No,Yes
54,5,No,Month-to-month,Yes,Yes,No,Yes
48,0,No,One year,Yes,No,Yes,No
40,5,No,Two year,Yes,Yes,No,Yes
59,5,No,Month-to-month,No,Yes,Yes,Yes
54,4,No,One year,Yes,Yes,No,Yes
53,0,No,Two year,No,No,Yes,No
46,1,No,Two year,Yes,Yes,Yes,Yes
60,0,No,One year,No,No,No,No
44,8,No,Two year,Yes,Yes,No,Yes
22,0,No,Two year,Yes,No,Yes,No
25,0,No,Month-to-month,No,No,No,No
38,2,No,Month-to-month,No,Yes,Yes,Yes
24,0,No,One year,No,No,Yes,No
47,6,No,Month-to-month,Yes,Yes,No,Yes
21,4,No,Month-to-month,Yes,Yes,No,Yes
72,4,No,Two year,No,Yes,No,Yes
39,7,No,Two year,Yes,Yes,No,Yes
61,1,No,Two year,No,Yes,Yes,Yes
45,5,No,Two year,Yes,Yes,No,Yes
63,0,No,Month-to-month,No,No,Yes,No
29,10,No,Two year,No,Yes,Yes,Yes
55,9,No,Two year,No,Yes,No,Yes
23,0,No,One year,Yes,Yes,No,No
65,0,No,Month-to-month,No,No,No,No
23,0,No,Month-to-month,No,No,No,No
37,10,No,One year,Yes,Yes,Yes,Yes
30,9,No,Two year,No,Yes,Yes,Yes
41,3,No,Month-to-month,No,Yes,Yes,Yes
62,1,No,Two year,Yes,Yes,Yes,Yes
37,0,No,One year,No,No,No,No
38,0,No,Month-to-month,No,No,Yes,No
55,0,No,Two year,No,No,No,No
47,1,No,Month-to-month,Yes,Yes,No,Yes
35,2,No,Month-to-month,Yes,Yes,Yes,Yes
44,9,No,Two year,Yes,Yes,No,Yes
46,7,No,One year,Yes,Yes,Yes,Yes
33,3,No,Month-to-month,Yes,Yes,No,Yes
70,4,No,Month-to-month,Yes,Yes,No,Yes
47,0,No,One year,Yes,Yes,Yes,No
27,0,No,Month-to-month,No,No,Yes,No
36,0,No,Two year,No,No,No,No
44,7,No,Two year,No,Yes,No,Yes
59,0,No,Month-to-month,No,No,No,No
23,7,No,One year,Yes,Yes,No,Yes
57,0,No,Two year,No,No,Yes,No
54,7,No,One year,Yes,Yes,Yes,Yes
55,8,No,Two year,No,Yes,Yes,Yes
23,3,No,Two year,Yes,Yes,Yes,Yes
57,9,No,Two year,Yes,Yes,Yes,Yes
63,0,No,Two year,Yes,No,Yes,No
50,0,No,Month-to-month,No,No,No,No
63,0,No,Month-to-month,No,No,Yes,No
32,0,No,Two year,No,No,No,No
22,0,No,Two year,No,No,Yes,No
59,10,No,One year,No,Yes,Yes,Yes
52,9,No,Two year,Yes,Yes,Yes,Yes
63,0,No,One year,No,No,No,No
53,2,No,Two year,Yes,Yes,No,Yes
61,6,No,Two year,No,Yes,Yes,Yes
44,0,No,Month-to-month,No,No,No,No
44,0,No,Two year,Yes,No,No,No
32,1,No,Two year,No,Yes,Yes,Yes
26,1,No,One year,Yes,Yes,No,Yes
63,0,No,Two year,Yes,No,No,No
33,0,No,Two year,Yes,No,No,No
25,0,No,Month-to-month,No,No,No,No
48,0,No,One year,Yes,No,Yes,No
29,0,No,One year,No,No,Yes,No
62,0,No,Month-to-month,No,No,No,No
65,0,No,One year,No,No,No,No
39,1,No,One year,No,Yes,Yes,Yes
19,1,No,One year,Yes,Yes,Yes,Yes
42,0,No,Month-to-month,No,No,No,No
66,0,No,Month-to-month,No,No,No,No
70,0,No,One year,No,No,No,No
23,1,No,One year,Yes,Yes,No,Yes
37,1,No,Month-to-month,Yes,Yes,Yes,Yes
77,0,No,Month-to-month,No,No,No,No
56,1,No,One year,No,Yes,Yes,Yes
53,0,No,Month-to-month,No,No,No,No
29,1,No,Two year,No,Yes,Yes,Yes
33,0,No,Two year,No,No,No,No
27,1,No,Month-to-month,No,Yes,No,Yes
19,0,No,Month-to-month,No,No,No,No
35,1,No,One year,No,Yes,No,Yes
60,1,No,Two year,Yes,Yes,No,Yes
38,0,No,Month-to-month,No,No,No,No
61,0,No,One year,No,No,Yes,No
26,0,No,Month-to-month,Yes,No,No,No
29,0,No,Two year,No,No,Yes,No
72,0,No,Month-to-month,No,No,No,No
40,1,No,One year,Yes,Yes,No,Yes
42,0,No,One year,No,No,No,No
22,1,No,Two year,Yes,Yes,No,Yes
67,0,No,Month-to-month,No,No,No,No
45,0,No,Two year,No,No,Yes,No
37,0,No,Month-to-month,No,No,No,No
48,0,No,One year,No,No,Yes,No
23,1,No,One year,No,Yes,No,Yes
26,0,No,Month-to-month,No,No,No,No
25,1,No,Month-to-month,No,Yes,No,Yes
38,1,No,One year,No,Yes,No,Yes
77,0,No,Month-to-month,No,No,No,No
54,1,No,Month-to-month,Yes,Yes,Yes,Yes
32,6,No,Two year,Yes,Yes,Yes,Yes
53,0,No,One year,Yes,Yes,No,No
44,0,No,Month-to-month,No,No,No,No
32,0,No,Two year,No,No,Yes,No
54,3,No,Two year,No,Yes,No,Yes
58,0,No,One year,No,No,Yes,No
73,10,No,Month-to-month,No,Yes,No,Yes
40,8,No,Two year,Yes,Yes,No,Yes
32,6,No,One year,No,Yes,Yes,Yes
46,0,No,Month-to-month,No,No,No,No
55,0,No,One year,Yes,No,No,No
50,0,No,Month-to-month,Yes,No,No,No
23,0,No,Month-to-month,No,No,No,No
56,6,No,Two year,No,Yes,Yes,Yes
62,3,No,Month-to-month,Yes,Yes,No,Yes
39,4,No,Month-to-month,Yes,Yes,No,Yes
66,9,No,Month-to-month,Yes,Yes,No,Yes
42,8,No,Two year,Yes,Yes,No,Yes
64,0,No,Month-to-month,No,No,No,No
62,0,No,Month-to-month,No,No,Yes,No
57,0,No,Month-to-month,No,No,Yes,No
39,0,No,Month-to-month,No,No,No,No
33,0,No,Two year,Yes,Yes,No,No
26,0,No,Month-to-month,No,No,No,No
59,0,No,Month-to-month,No,No,Yes,No
45,7,No,Month-to-month,Yes,Yes,No,Yes
80,10,No,Month-to-month,No,Yes,No,Yes
41,0,No,One year,No,No,No,No
76,9,No,Month-to-month,No,Yes,No,Yes
80,0,No,Two year,No,No,Yes,No
50,0,No,Month-to-month,Yes,No,No,No
48,0,No,Two year,No,No,Yes,No
30,1,No,Month-to-month,No,Yes,No,Yes
26,0,No,Two year,No,No,Yes,No
40,4,No,Two year,Yes,Yes,Yes,Yes
34,0,No,Month-to-month,No,No,No,No
20,5,No,One year,Yes,Yes,Yes,Yes
23,0,No,Month-to-month,No,No,No,No
21,9,No,Two year,Yes,Yes,No,Yes
22,0,No,One year,No,No,No,No
62,7,No,Two year,Yes,Yes,No,Yes
54,0,No,Month-to-month,No,No,No,No
48,0,No,Month-to-month,No,No,No,No
20,0,No,Month-to-month,Yes,No,No,No
53,7,No,One year,Yes,Yes,No,Yes
56,9,No,Two year,No,Yes,No,Yes
31,0,No,Two year,No,No,No,No
30,9,No,Two year,Yes,Yes,No,Yes
27,10,No,Two year,Yes,Yes,No,Yes
23,0,No,Two year,No,No,No,No
19,1,No,Two year,No,Yes,No,Yes
21,0,No,Month-to-month,No,No,Yes,No
42,1,No,Month-to-month,Yes,Yes,No,Yes
28,0,No,Two year,No,No,No,No
59,0,No,Month-to-month,No,No,No,No
69,1,No,One year,No,Yes,No,Yes
69,2,No,One year,No,Yes,No,Yes
20,0,No,Month-to-month,No,No,No,No
31,3,No,Two year,Yes,Yes,Yes,Yes
41,0,No,Month-to-month,No,No,Yes,No
56,0,No,Month-to-month,No,No,No,No
36,5,No,Two year,No,Yes,Yes,Yes
36,0,No,One year,No,No,No,No
33,0,No,Month-to-month,No,No,Yes,No
33,0,No,Month-to-month,No,No,No,No
59,3,No,Month-to-month,Yes,Yes,No,Yes
27,1,No,One year,No,Yes,Yes,Yes
73,0,No,Month-to-month,No,No,No,No
67,5,No,Month-to-month,No,Yes,No,Yes
62,0,No,Month-to-month,No,No,No,No
69,2,No,Two year,No,Yes,Yes,Yes
30,0,No,One year,No,No,No,No
39,8,No,Month-to-month,Yes,Yes,No,Yes
30,1,No,Month-to-month,Yes,Yes,Yes,Yes
49,4,No,Two year,No,Yes,No,Yes
25,4,No,Two year,No,Yes,Yes,Yes
39,0,No,Two year,No,No,No,No
61,5,No,Two year,Yes,Yes,Yes,Yes
47,0,No,Month-to-month,No,No,No,No
37,3,No,One year,No,Yes,No,Yes
56,0,No,One year,Yes,No,No,No
60,0,No,Month-to-month,Yes,Yes,No,No
37,0,No,One year,No,No,Yes,No
29,8,No,Month-to-month,Yes,Yes,No,Yes
31,0,No,One year,No,No,Yes,No
35,0,No,Month-to-month,No,No,Yes,No
42,0,No,One year,No,No,No,No
48,1,No,Month-to-month,Yes,Yes,No,Yes
41,0,No,One year,No,No,Yes,No
47,0,No,One year,No,No,No,No
49,10,No,One year,Yes,Yes,No,Yes
80,5,No,Two year,No,Yes,No,Yes
33,6,No,Month-to-month,No,Yes,Yes,Yes
32,0,No,Month-to-month,No,No,Yes,No
52,0,No,One year,No,No,Yes,No
63,7,No,Two year,No,Yes,No,Yes
36,2,No,Month-to-month,No,Yes,Yes,Yes
68,0,No,One year,No,No,Yes,No
62,0,No,Two year,No,No,Yes,No
31,0,No,Month-to-month,No,No,No,No
35,2,No,Month-to-month,Yes,Yes,Yes,Yes
44,9,No,One year,Yes,Yes,No,Yes
71,0,No,Two year,No,No,No,No
61,3,No,Month-to-month,Yes,Yes,No,Yes
50,0,No,Two year,No,No,No,No
74,6,No,Month-to-month,No,Yes,No,Yes
39,5,No,Two year,Yes,Yes,No,Yes
41,0,No,One year,Yes,Yes,No,No
53,0,No,Month-to-month,No,No,Yes,No
35,0,No,Month-to-month,No,No,No,No
62,0,No,One year,No,No,No,No
30,0,No,One year,No,No,Yes,No
24,1,No,Two year,No,Yes,Yes,Yes
25,4,No,Two year,Yes,Yes,Yes,Yes
28,4,No,One year,Yes,Yes,No,Yes
49,0,No,Month-to-month,No,No,No,No
38,4,No,Month-to-month,No,Yes,Yes,Yes
60,10,No,One year,Yes,Yes,Yes,Yes
38,3,No,Month-to-month,Yes,Yes,Yes,Yes
53,0,No,Month-to-month,Yes,No,No,No
21,4,No,Month-to-month,Yes,Yes,No,Yes
50,9,No,One year,Yes,Yes,Yes,Yes
32,0,No,One year,No,No,No,No
24,3,No,Month-to-month,No,Yes,No,Yes
24,0,No,Two year,No,No,No,No
57,10,No,Two year,No,Yes,No,Yes
24,0,No,Two year,No,No,No,No
32,7,No,Month-to-month,No,Yes,No,Yes
38,0,No,Two year,No,No,No,No
69,0,No,Two year,No,No,Yes,No
33,3,No,Month-to-month,No,Yes,No,Yes
60,0,No,Two year,No,No,Yes,No
36,0,No,One year,No,No,No,No
32,0,No,Two year,No,No,No,No
57,1,No,Month-to-month,Yes,Yes,No,Yes
21,7,No,Two year,Yes,Yes,Yes,Yes
56,0,No,Month-to-month,No,No,No,No
59,0,No,One year,No,No,Yes,No
46,5,No,One year,Yes,Yes,No,Yes
58,0,No,Month-to-month,No,No,No,No
29,4,No,One year,Yes,Yes,Yes,Yes
26,0,No,Month-to-month,No,No,No,No
70,0,No,Month-to-month,No,No,No,No
45,9,No,Two year,Yes,Yes,No,Yes
58,0,No,Month-to-month,Yes,No,No,No
23,10,No,Month-to-month,Yes,Yes,No,Yes
73,1,No,Two year,No,Yes,Yes,Yes
40,7,No,Two year,Yes,Yes,No,Yes
52,9,No,Two year,Yes,Yes,No,Yes
19,7,No,Month-to-month,Yes,Yes,No,Yes
73,8,No,One year,No,Yes,No,Yes
30,0,No,Two year,Yes,No,Yes,No
38,0,No,Month-to-month,Yes,No,No,No
65,8,No,Month-to-month,Yes,Yes,No,Yes
19,5,No,Month-to-month,No,Yes,No,Yes
21,6,No,Month-to-month,No,Yes,No,Yes
46,0,No,One year,No,No,Yes,No
62,0,No,Month-to-month,No,No,No,No
59,0,No,Month-to-month,No,No,No,No
59,0,No,Month-to-month,No,No,No,No
57,0,No,Month-to-month,No,No,No,No
36,0,No,One year,No,Yes,No,No
48,7,No,Two year,Yes,Yes,No,Yes
55,4,No,Two year,No,Yes,Yes,Yes
62,0,No,Two year,No,No,No,No
65,5,No,One year,No,Yes,No,Yes
44,8,No,Month-to-month,No,Yes,No,Yes
67,1,No,Month-to-month,No,Yes,No,Yes
63,0,No,One year,No,No,Yes,No
72,1,No,Two year,No,Yes,Yes,Yes
41,0,No,One year,No,No,No,No
56,0,No,Month-to-month,No,No,No,No
29,0,No,One year,No,No,No,No
21,1,No,One year,Yes,Yes,No,Yes
68,0,No,One year,No,No,No,No
60,1,No,Two year,Yes,Yes,Yes,Yes
77,1,No,Month-to-month,Yes,Yes,No,Yes
33,0,No,One year,No,No,No,No
59,0,No,Month-to-month,No,No,No,No
56,0,No,Two year,No,No,No,No
71,1,No,Month-to-month,No,Yes,Yes,Yes
59,0,No,Two year,No,No,Yes,No
56,0,No,Month-to-month,No,No,No,No
29,1,No,One year,No,Yes,Yes,Yes
32,1,No,Month-to-month,Yes,Yes,No,Yes
59,1,No,One year,No,Yes,Yes,Yes
75,0,No,Two year,No,No,No,No
38,0,No,One year,No,No,Yes,No
21,0,No,Month-to-month,No,No,No,No
47,0,No,One year,No,No,No,No
60,0,No,Two year,Yes,Yes,Yes,No
33,0,No,Two year,No,No,Yes,No
25,0,No,Month-to-month,No,No,No,No
70,1,No,Month-to-month,No,Yes,No,Yes
58,1,No,Two year,No,Yes,Yes,Yes
26,1,No,Month-to-month,No,Yes,No,Yes
24,0,No,Two year,No,No,No,No
53,1,No,Month-to-month,No,Yes,No,Yes
26,0,No,One year,No,No,Yes,No
20,0,No,Month-to-month,No,No,No,No
63,0,No,Two year,No,No,No,No
26,9,No,Month-to-month,Yes,Yes,No,Yes
56,0,No,Month-to-month,No,No,No,No
23,0,No,Month-to-month,Yes,No,Yes,No
45,1,No,One year,No,Yes,No,Yes
25,0,No,Month-to-month,No,No,No,No
28,5,No,Two year,Yes,Yes,No,Yes
42,3,No,Two year,Yes,Yes,No,Yes
26,6,No,One year,No,Yes,No,Yes
25,9,No,Month-to-month,Yes,Yes,No,Yes
47,0,No,Month-to-month,No,No,No,No
24,0,No,Month-to-month,No,No,No,No
30,4,No,Two year,Yes,Yes,Yes,Yes
64,3,No,Two year,No,Yes,No,Yes
62,0,No,One year,No,No,No,No
56,3,No,Month-to-month,No,Yes,No,Yes
21,10,No,Two year,No,Yes,Yes,Yes
54,7,No,Month-to-month,Yes,Yes,No,Yes
64,0,No,Month-to-month,No,No,No,No
43,8,No,Two year,Yes,Yes,No,Yes
58,0,No,One year,Yes,No,Yes,No
77,2,No,One year,No,Yes,Yes,Yes
39,0,No,One year,No,No,No,No
25,9,No,Month-to-month,Yes,Yes,No,Yes
43,0,No,Month-to-month,No,No,No,No
58,0,No,Month-to-month,No,No,No,No
20,8,No,Month-to-month,No,Yes,No,Yes
76,6,No,Month-to-month,No,Yes,No,Yes
63,9,No,Month-to-month,Yes,Yes,No,Yes
60,6,No,One year,Yes,Yes,No,Yes
60,10,No,Two year,No,Yes,Yes,Yes
62,0,No,Month-to-month,No,No,No,No
67,5,No,Two year,No,Yes,Yes,Yes
39,9,No,Two year,Yes,Yes,Yes,Yes
67,0,No,One year,No,No,No,No
57,0,No,Two year,No,No,No,No
22,0,No,Month-to-month,No,No,No,No
49,0,No,Month-to-month,No,Yes,Yes,No
26,1,No,Month-to-month,No,Yes,No,Yes
61,6,No,Two year,Yes,Yes,Yes,Yes
71,0,No,One year,Yes,No,No,No
66,0,No,Month-to-month,No,No,No,No
47,4,No,Two year,No,Yes,Yes,Yes
56,3,No,Two year,Yes,Yes,Yes,Yes
23,5,No,Two year,Yes,Yes,No,Yes
34,0,No,One year,No,No,Yes,No
20,10,No,Month-to-month,Yes,Yes,No,Yes
75,5,No,Month-to-month,No,Yes,No,Yes
32,4,No,Two year,Yes,Yes,No,Yes
28,5,No,Two year,No,Yes,Yes,Yes
78,2,No,Two year,No,Yes,Yes,Yes
25,6,No,Two year,Yes,Yes,No,Yes
59,7,No,One year,Yes,Yes,Yes,Yes
47,3,No,One year,No,Yes,No,Yes
74,3,No,Two year,No,Yes,Yes,Yes
44,0,No,One year,No,No,No,No
55,0,No,Month-to-month,No,No,No,No
25,0,No,Two year,No,Yes,No,No
50,2,No,Two year,Yes,Yes,No,Yes
54,0,No,One year,No,No,Yes,No
62,9,No,Month-to-month,Yes,Yes,Yes,Yes
42,0,No,Two year,No,No,No,No
20,0,No,One year,No,No,Yes,No
75,3,No,Two year,No,Yes,No,Yes
60,0,No,Two year,No,No,Yes,No
19,6,No,Two year,Yes,Yes,Yes,Yes
37,5,No,Two year,Yes,Yes,Yes,Yes
71,0,No,Month-to-month,No,No,No,No
50,0,No,Month-to-month,No,No,No,No
42,6,No,One year,Yes,Yes,No,Yes
55,7,No,Two year,No,Yes,Yes,Yes
26,9,No,Two year,Yes,Yes,Yes,Yes
41,10,No,Two year,Yes,Yes,Yes,Yes
47,5,No,Two year,Yes,Yes,No,Yes
57,0,No,Month-to-month,No,No,No,No
48,0,No,One year,No,No,Yes,No
32,6,No,One year,Yes,Yes,No,Yes
50,0,No,One year,No,No,Yes,No
32,3,No,Two year,Yes,Yes,No,Yes
47,0,No,Month-to-month,No,No,No,No
27,0,No,Month-to-month,No,No,No,No
47,0,No,Month-to-month,No,No,No,No
42,1,No,One year,Yes,Yes,No,Yes
35,4,No,One year,Yes,Yes,Yes,Yes
21,9,No,Month-to-month,No,Yes,No,Yes
33,5,No,Two year,No,Yes,No,Yes
61,2,No,One year,Yes,Yes,Yes,Yes
47,6,No,Month-to-month,No,Yes,Yes,Yes
28,8,No,Two year,No,Yes,No,Yes
56,8,No,One year,No,Yes,Yes,Yes
19,0,No,Month-to-month,No,No,No,No
57,0,No,Two year,No,No,No,No
45,0,No,One year,No,No,Yes,No
22,6,No,Month-to-month,No,Yes,No,Yes
56,0,No,Two year,No,No,No,No
64,2,No,Two year,Yes,Yes,Yes,Yes
55,0,No,Two year,No,No,No,No
20,5,No,One year,Yes,Yes,No,Yes
27,3,No,Month-to-month,No,Yes,No,Yes
39,5,No,One year,No,Yes,No,Yes
58,0,No,Two year,No,No,No,No
21,0,No,Month-to-month,No,Yes,No,No
51,5,No,Two year,No,Yes,No,Yes
43,3,No,Month-to-month,Yes,Yes,No,Yes
38,8,No,Two year,Yes,Yes,Yes,Yes
59,9,No,One year,Yes,Yes,No,Yes
43,0,No,Month-to-month,No,No,No,No
59,0,No,Month-to-month,No,No,No,No
28,9,No,Month-to-month,No,Yes,No,Yes
